Nome do destino;Código do serviço;Valor;Prazo Final
São Paulo/SP;FMT;17.75;5
Rio de Janeiro/RJ;FMT;41.43;6
Campo Bom/RS;FMT;55.19;8
Duque de Caxias/RJ;FMT;54.23;10
São Paulo/SP;FMT;17.77;5
Rio de Janeiro/RJ;FMT;54.23;10
Caieiras/SP;FMT;34.79;5
Carapicuíba/SP;FMT;30.58;5
Delmiro Gouveia/AL;FMT;126.54;14
Nova Trento/SC;FMT;38.08;10
São Paulo/SP;FMT;106.08;5
Santa Juliana/MG;FMT;52.35;14
Belo Horizonte/MG;FMT;72.83;7
Nova Friburgo/RJ;FMT;35.5;9
São Paulo/SP;FMT;21.65;5
São José dos Campos/SP;FMT;20.51;5
São Paulo/SP;FMT;17.94;5
Ipatinga/MG;FMT;56.19;8
Rio Grande/RS;FMT;157.66;9
São João de Meriti/RJ;FMT;89.71;10
Suzano/SP;FMT;27.1;5
São Paulo/SP;FMT;35.93;5
São Paulo/SP;FMT;23.91;5
Ipuiúna/MG;FMT;42.29;11
São Paulo/SP;FMT;49.42;5
Águas de Lindóia/SP;FMT;45.46;8
Além Paraíba/MG;FMT;73.9;11
Amparo/SP;FMT;64.8;6
Teresópolis/RJ;FMT;73.9;7
Uberlândia/MG;FMT;35.5;7
Santo André/SP;FMT;24.9;5
Joinville/SC;FMT;16.97;9
Florianópolis/SC;FMT;18.97;8
São Paulo/SP;FMT;42.97;5
Santo André/SP;FMT;48.21;5
Campinas/SP;FMT;76.47;5
Osasco/SP;FMT;28.29;5
Paulínia/SP;FMT;19.34;5
Araçoiaba da Serra/SP;FMT;33.09;10
Rio de Janeiro/RJ;FMT;31.93;10
Santo André/SP;FMT;24.78;5
Santo André/SP;FMT;27.74;5
Recife/PE;FMT;120.6;10
Poços de Caldas/MG;FMT;24.25;8
Itápolis/SP;FMT;52.8;6
Alumínio/SP;FMT;19.26;10
Sorocaba/SP;FMT;38.4;5
Rio das Ostras/RJ;FMT;34.64;8
Novo Hamburgo/RS;FMT;44.93;8
Ponta Grossa/PR;FMT;35.5;9
Brasília/DF;FMT;33.11;7
Rio de Janeiro/RJ;FMT;60.54;7
Guarujá/SP;FMT;23.69;5
Guarulhos/SP;FMT;19.65;5
Paulínia/SP;FMT;47.94;5
Indaiatuba/SP;FMT;16.64;5
Visconde do Rio Branco/MG;FMT;56.3;9
Jundiaí/SP;FMT;25.37;5
Jundiaí/SP;FMT;86.29;5
Divinópolis/MG;FMT;22.54;8
Divino de São Lourenço/ES;FMT;240.74;13
Rio de Janeiro/RJ;FMT;29.92;7
Faxinal/PR;FMT;76.95;10
Forquetinha/RS;FMT;29.33;15
Bom Jardim/RJ;FMT;28.79;13
Marília/SP;FMT;110.02;5
São Paulo/SP;FMT;26.71;5
Canoas/RS;FMT;203.79;8
Brusque/SC;FMT;19.5;10
Santa Maria de Jetibá/ES;FMT;87.28;13
Belo Horizonte/MG;FMT;24.17;7
Visconde do Rio Branco/MG;FMT;65.41;9
Castro/PR;FMT;169.56;10
Porto Alegre/RS;FMT;12.71;8
Santo André/SP;FMT;24.61;5
Hortolândia/SP;FMT;48.1;5
Itanhandu/MG;FMT;52.14;9
Taquaritinga/SP;FMT;62.24;7
Florianópolis/SC;FMT;42.66;8
São Paulo/SP;FMT;42.1;5
Suzano/SP;FMT;33.51;5
Rio de Janeiro/RJ;FMT;39.7;6
Mogi das Cruzes/SP;FMT;30.76;5
Mairinque/SP;FMT;62.24;5
Mesquita/RJ;FMT;40.36;7
São Paulo/SP;FMT;17.52;5
Curitiba/PR;FMT;63.62;7
Ilha dos Valadares/PR;FMT;116.43;10
Suzano/SP;FMT;25.44;5
São Paulo/SP;FMT;18.27;5
São Paulo/SP;FMT;21.54;5
Guarujá/SP;FMT;23.06;5
Antonina/PR;FMT;109.79;15
Rio Grande da Serra/SP;FMT;48.1;6
Cascavel/PR;FMT;32.6;8
Porto Feliz/SP;FMT;62.24;8
Guarulhos/SP;FMT;19.43;5
Osasco/SP;FMT;25.08;5
Abadiânia/GO;FMT;48.39;13
Pouso Alegre/MG;FMT;31.85;9
São José do Rio Preto/SP;FMT;19.6;6
São Paulo/SP;FMT;42.06;5
Paranaíba/MS;FMT;27.03;13
Sete Lagoas/MG;FMT;24.25;10
Pedra Preta/MT;FMT;42.4;17
Cerro Largo/RS;FMT;37.21;10
São José do Rio Preto/SP;FMT;110.02;6
Matozinhos/MG;FMT;32.19;10
Maceió/AL;FMT;29.56;9
Itaiópolis/SC;FMT;69.34;10
São Caetano do Sul/SP;FMT;38.49;5
Rio de Janeiro/RJ;FMT;32.89;8
São Paulo/SP;FMT;38.74;5
Ipatinga/MG;FMT;47.53;8
Cotia/SP;FMT;15.19;5
Rio de Janeiro/RJ;FMT;32.77;7
Piedade/SP;FMT;23.33;7
São Paulo/SP;FMT;21.17;5
Campo Mourão/PR;FMT;48.01;11
Diadema/SP;FMT;27.68;5
São Lourenço do Sul/RS;FMT;25.21;10
Passo Fundo/RS;FMT;21.7;8
Santa Branca/SP;FMT;62.24;7
Ferraz de Vasconcelos/SP;FMT;51.42;5
Porto Seguro/BA;FMT;32.43;15
São Bernardo do Campo/SP;FMT;33.83;5
São Paulo/SP;FMT;49.63;5
Macaé/RJ;FMT;87.33;7
Santo Ângelo/RS;FMT;82.14;11
São Paulo/SP;FMT;13.46;5
Capivari/SP;FMT;54.45;5
Guarulhos/SP;FMT;56.26;5
Guarulhos/SP;FMT;41.94;6
Nova Lima/MG;FMT;178.07;8
Ribeirão Preto/SP;FMT;61.71;5
Valinhos/SP;FMT;56.08;5
Rio de Janeiro/RJ;FMT;19.9;11
Indaiatuba/SP;FMT;46.29;5
Erechim/RS;FMT;48.33;11
São Paulo/SP;FMT;11.42;5
Caxambu/MG;FMT;60.41;10
Itapevi/SP;FMT;55.77;5
João Pessoa/PB;FMT;153.75;9
Jaboticabal/SP;FMT;56.11;6
Mogi das Cruzes/SP;FMT;75.27;5
Porto Alegre/RS;FMT;30.1;8
Ubatuba/SP;FMT;70.32;5
São Paulo/SP;FMT;91.29;5
Araucária/PR;FMT;65.51;7
Guaratinguetá/SP;FMT;30.46;5
Rio de Janeiro/RJ;FMT;63.26;6
Goiânia/GO;FMT;24.21;8
São Paulo/SP;FMT;46.32;5
Rio de Janeiro/RJ;FMT;60.58;6
Pingo-D'Água/MG;FMT;109.91;14
Cocal do Sul/SC;FMT;26.05;12
São Paulo/SP;FMT;17.7;5
Salvador/BA;FMT;117.72;8
São Paulo/SP;FMT;27.26;5
Serra/ES;FMT;73.75;7
Itapetininga/SP;FMT;70.07;5
Joinville/SC;FMT;63.57;10
Taubaté/SP;FMT;57.2;5
Serra/ES;FMT;60.21;7
Votorantim/SP;FMT;41.83;5
Montes Claros/MG;FMT;21.2;8
São Paulo/SP;FMT;39.99;5
Marília/SP;FMT;57.48;5
São Paulo/SP;FMT;39.99;5
Itararé/SP;FMT;57.2;8
Carmo do Paranaíba/MG;FMT;91.52;13
Mococa/SP;FMT;57.2;5
Sorocaba/SP;FMT;41.56;5
Niterói/RJ;FMT;53.32;6
Rio de Janeiro/RJ;FMT;53.77;7
Nova Lima/MG;FMT;60.11;8
Nova Iguaçu/RJ;FMT;53.32;8
Cachoeiro de Itapemirim/ES;FMT;90.78;11
São Paulo/SP;FMT;39.31;5
Mirassol/SP;FMT;57.48;7
Cantagalo/RJ;FMT;88.89;11
Santo André/SP;FMT;11.11;5
Cascavel/PR;FMT;89.07;8
Ipirá/BA;FMT;154.57;12
Rio de Janeiro/RJ;FMT;67.01;7
Mogi Guaçu/SP;FMT;72.15;5
Brusque/SC;FMT;69.27;10
São José do Rio Preto/SP;FMT;84.74;6
Dores de Campos/MG;FMT;134.78;13
Rio de Janeiro/RJ;FMT;70.59;6
Florianópolis/SC;FMT;68.1;8
Rio de Janeiro/RJ;FMT;12.02;9
Barueri/SP;FMT;61;5
Guarapuava/PR;FMT;65.65;11
Cachoeirinha/RS;FMT;81.98;7
Juiz de Fora/MG;FMT;77.57;7
Gurupi/TO;FMT;53.41;14
Vila Velha/ES;FMT;77.14;7
São José do Ouro/RS;FMT;423.82;15
Jaraguá do Sul/SC;FMT;62.71;10
São Paulo/SP;FMT;111.37;5
Belo Horizonte/MG;FMT;156.32;7
Pradópolis/SP;FMT;73.48;6
Goiânia/GO;FMT;185.59;8
Nova Iguaçu/RJ;FMT;52.28;8
Brasília/DF;FMT;217.11;8
Itatiba/SP;FMT;73.99;5
São Paulo/SP;FMT;8.17;5
Ibaiti/PR;FMT;91.52;11
Américo Brasiliense/SP;FMT;172.96;5
Goiânia/GO;FMT;186.47;8
Torrinha/SP;FMT;160.28;8
Porto Velho/RO;FMT;623.3;10
Campinas/SP;FMT;146.25;5
São Paulo/SP;FMT;17.83;5
São Paulo/SP;FMT;239;5
Belo Horizonte/MG;FMT;83.66;7
Guarujá/SP;FMT;53.95;5
Taboão da Serra/SP;FMT;100;5
Paraíso do Tocantins/TO;FMT;519.17;15
Rio de Janeiro/RJ;FMT;80.76;6
São Paulo/SP;FMT;142.37;5
Rio de Janeiro/RJ;FMT;80.76;6
Campinas/SP;FMT;10.96;5
Santa Bárbara D'Oeste/SP;FMT;100.12;5
Passo Fundo/RS;FMT;201.14;8
Adamantina/SP;FMT;136.1;11
Londrina/PR;FMT;178.64;7
Campo Formoso/BA;FMT;384.45;11
Belo Horizonte/MG;FMT;38.26;7
São Bernardo do Campo/SP;FMT;13.53;5
Piracicaba/SP;FMT;141.87;5
Santa Maria de Jetibá/ES;FMT;371.02;13
Presidente Prudente/SP;FMT;15.87;6
São José/SC;FMT;145.61;10
Sinop/MT;FMT;194.85;12
São Paulo/SP;FMT;51.5;5
São José dos Campos/SP;FMT;145.38;5
Fortaleza/CE;FMT;265.45;10
Florianópolis/SC;FMT;179.48;8
Campo Grande/MS;FMT;20.78;12
Belo Horizonte/MG;FMT;125.58;7
Tibagi/PR;FMT;178.64;10
Jundiaí/SP;FMT;116.83;5
Petrópolis/RJ;FMT;21.2;8
Jaguariúna/SP;FMT;117.08;5
Águas Lindas de Goiás/GO;FMT;113.73;9
Barra Mansa/RJ;FMT;24.55;8
Louveira/SP;FMT;58.64;5
Carmésia/MG;FMT;84.02;14
Rio de Janeiro/RJ;FMT;125.58;6
Nova Lima/MG;FMT;75.08;8
Limeira/SP;FMT;58.73;5
Uberaba/MG;FMT;53.33;8
Várzea Paulista/SP;FMT;129.42;5
São Paulo/SP;FMT;50.93;5
Praia Grande/SP;FMT;58.73;5
Carapicuíba/SP;FMT;36.75;5
Curitiba/PR;FMT;126.71;7
Itapemirim/ES;FMT;131.34;12
São Paulo/SP;FMT;50.93;5
Franco da Rocha/SP;FMT;36.71;5
São Paulo/SP;FMT;50.93;5
Cosmorama/SP;FMT;51.02;9
Umuarama/PR;FMT;75.41;11
Novo Hamburgo/RS;FMT;79.66;8
Canoas/RS;FMT;78.92;8
Lagoa Dourada/MG;FMT;75.08;11
São Leopoldo/RS;FMT;79.16;8
Americana/SP;FMT;58.73;5
Bonfim Paulista/SP;FMT;115.11;5
Belo Horizonte/MG;FMT;29.31;7
Santos/SP;FMT;58.7;5
Forquilhinha/SC;FMT;79.85;9
Santa Cruz do Sul/RS;FMT;174.73;9
Presidente Venceslau/SP;FMT;71.83;7
Campinas do Sul/RS;FMT;332.27;15
Rio Claro/SP;FMT;71.83;5
Quilombo/SC;FMT;132.7;11
Recife/PE;FMT;139.43;10
Missal/PR;FMT;124.9;11
Porto Alegre/RS;FMT;138.86;8
São Paulo/SP;FMT;12.98;5
São Paulo/SP;FMT;137.01;5
São Paulo/SP;FMT;146.35;5
Nova Iguaçu/RJ;FMT;85.07;8
São Francisco de Itabapoana/RJ;FMT;94.15;10
Campina Grande/PB;FMT;91.1;13
São Paulo/SP;FMT;145.28;5
Santo Anastácio/SP;FMT;193.55;7
Caldas Novas/GO;FMT;61.91;9
Iraí de Minas/MG;FMT;169.78;14
Curitiba/PR;FMT;160.76;7
Leopoldina/MG;FMT;93.8;9
Rio de Janeiro/RJ;FMT;85.07;8
Rio de Janeiro/RJ;FMT;189.48;9
Rio de Janeiro/RJ;FMT;85.07;8
Campinas/SP;FMT;24.04;5
Franca/SP;FMT;224.53;5
Santa Bárbara D'Oeste/SP;FMT;53.94;5
Marília/SP;FMT;71.41;5
Mogi Guaçu/SP;FMT;58.31;5
Ponte Nova/MG;FMT;142.59;10
Castro/PR;FMT;75.41;10
Rio das Ostras/RJ;FMT;75.31;8
Sorocaba/SP;FMT;58.73;5
Rio de Janeiro/RJ;FMT;68.38;6
Guarulhos/SP;FMT;58.34;5
Campinas/SP;FMT;58.78;5
São Paulo/SP;FMT;12.13;5
Joaquim Távora/PR;FMT;75.21;10
Camaçari/BA;FMT;128.13;8
Águas Mornas/SC;FMT;164.94;10
Santa Bárbara D'Oeste/SP;FMT;58.53;5
Ipatinga/MG;FMT;75.02;8
Manhuaçu/MG;FMT;169.63;10
Alvinópolis/MG;FMT;132.54;13
Guarulhos/SP;FMT;59.01;5
Santo André/SP;FMT;58.34;5
Itapema/SC;FMT;179.85;7
Nova Ponte/MG;FMT;75.02;8
Itajobi/SP;FMT;71.44;8
Boituva/SP;FMT;159.59;6
Nova Tebas/PR;FMT;394.77;16
Rio de Janeiro/RJ;FMT;68.38;7
São Paulo/SP;FMT;135.43;5
Recife/PE;FMT;392.87;10
Hortolândia/SP;FMT;58.34;5
São Paulo/SP;FMT;156.66;5
Campinas/SP;FMT;147.53;5
Pinhalzinho/SC;FMT;79.87;9
Aparecida de Goiânia/GO;FMT;24.7;8
Votuporanga/SP;FMT;71.44;6
Caldas Novas/GO;FMT;43.32;9
Salvador/BA;FMT;29.06;8
Caldas Novas/GO;FMT;77.29;9
Goiânia/GO;FMT;24.26;8
Conceição do Coité/BA;FMT;32.86;11
Borda da Mata/MG;FMT;170.5;11
Rio Branco do Sul/PR;FMT;90.84;13
São Paulo/SP;FMT;18.16;5
Montes Claros/MG;FMT;35.22;8
Porto Alegre/RS;FMT;192.16;8
Ilha do Rio Doce/MG;FMT;24.25;9
Jacobina/BA;FMT;128.13;11
Montes Claros/MG;FMT;21.01;8
São Bernardo do Campo/SP;FMT;13.95;5
São Luís/MA;FMT;331.67;12
Araçatuba/SP;FMT;71.44;5
São Paulo/SP;FMT;12.98;5
Ourinhos/SP;FMT;71.89;5
Osasco/SP;FMT;15.19;5
Poá/SP;FMT;15.19;5
Ribeirão Preto/SP;FMT;71.44;5
Ipatinga/MG;FMT;98.13;8
Rio Brilhante/MS;FMT;110.84;14
Barueri/SP;FMT;80.45;5
São Paulo/SP;FMT;67.25;5
Sorocaba/SP;FMT;76.49;5
Belo Horizonte/MG;FMT;129.09;7
Hortolândia/SP;FMT;75.98;5
São Paulo/SP;FMT;80.54;5
Birigui/SP;FMT;89.24;5
São Paulo/SP;FMT;80.54;5
Lacerdópolis/SC;FMT;142.12;13
Blumenau/SC;FMT;99.26;10
São Paulo/SP;FMT;86.23;5
Belo Horizonte/MG;FMT;69.91;7
São Paulo/SP;FMT;70.44;5
Petrópolis/RJ;FMT;109;8
Piranga/MG;FMT;76.73;10
Marmeleiro/PR;FMT;183;15
Belo Horizonte/MG;FMT;98.4;7
Muqui/ES;FMT;179.16;13
Taubaté/SP;FMT;77.31;5
Timon/MA;FMT;207.73;14
Piracicaba/SP;FMT;102.83;5
Faxinal/PR;FMT;77.57;10
Itaquaquecetuba/SP;FMT;76.16;5
Guarulhos/SP;FMT;76.36;5
João Monlevade/MG;FMT;108.25;9
São Bernardo do Campo/SP;FMT;76.27;5
Uberlândia/MG;FMT;109;7
Rio de Janeiro/RJ;FMT;85.07;7
Rio de Janeiro/RJ;FMT;68.15;9
Osasco/SP;FMT;90.24;5
Santo André/SP;FMT;76.56;5
Campinas/SP;FMT;90.24;5
Itapema/SC;FMT;81.46;7
São Carlos/SP;FMT;102.83;5
Florianópolis/SC;FMT;78.55;8
Guarujá/SP;FMT;160.12;5
Franca/SP;FMT;102.83;5
São Paulo/SP;FMT;52.5;5
Guaporé/RS;FMT;202.75;10
Campo Limpo Paulista/SP;FMT;90.24;5
São Gonçalo/RJ;FMT;268.11;10
São Paulo/SP;FMT;80.54;5
Araçatuba/SP;FMT;72.96;5
Goiânia/GO;FMT;173.78;8
Rio de Janeiro/RJ;FMT;99.01;6
Itamarati de Minas/MG;FMT;394.33;14
São Paulo/SP;FMT;52.35;5
Capivari/SP;FMT;160.12;5
São Paulo/SP;FMT;79.93;5
Várzea Paulista/SP;FMT;160.03;5
Osasco/SP;FMT;60.04;5
Nova Iguaçu/RJ;FMT;156.92;8
Astorga/PR;FMT;170.06;10
Balneário Camboriú/SC;FMT;180.31;8
Joinville/SC;FMT;180.41;9
São José dos Pinhais/PR;FMT;170.93;7
Santana de Parnaíba/SP;FMT;147.82;5
Florianópolis/SC;FMT;80.4;8
Belo Horizonte/MG;FMT;157.4;7
Palmeira das Missões/RS;FMT;202.75;9
Canoas/RS;FMT;202.75;8
Paulista/PE;FMT;388.03;11
Niterói/RJ;FMT;71.79;6
Santos/SP;FMT;24.84;5
Bambuí/MG;FMT;170.93;10
Belo Horizonte/MG;FMT;70.36;7
Paraíso do Norte/PR;FMT;170.16;10
Guaíra/SP;FMT;73.42;7
Batatais/SP;FMT;160.12;5
Mauá/SP;FMT;147.44;5
Maria da Fé/MG;FMT;170.16;9
Florianópolis/SC;FMT;78.88;8
São Paulo/SP;FMT;134.66;5
Betim/MG;FMT;25.12;7
Uberaba/MG;FMT;170.16;8
Timbó/SC;FMT;86.46;10
Maricá/RJ;FMT;170.93;8
Beberibe/CE;FMT;515.8;16
Araraquara/SP;FMT;77.8;5
Lajinha/MG;FMT;395.2;14
Paraíba do Sul/RJ;FMT;170.16;12
Louveira/SP;FMT;10.07;5
Cuiabá/MT;FMT;148.84;9
São Sebastião/SP;FMT;71.5;6
São José do Rio Preto/SP;FMT;71.83;6
Caruaru/PE;FMT;121.42;11
Americana/SP;FMT;58.73;5
São Paulo/SP;FMT;43.27;5
Caratinga/MG;FMT;75.64;9
Nilópolis/RJ;FMT;68.45;7
São Paulo/SP;FMT;50.84;5
Nossa Senhora das Graças/PR;FMT;34.86;10
Campinas/SP;FMT;58.48;5
Tatuí/SP;FMT;71.83;5
São Bernardo do Campo/SP;FMT;58.73;5
Ribeirão Grande/SP;FMT;71.83;8
São Paulo/SP;FMT;50.93;5
Presidente Prudente/SP;FMT;71.83;6
Lages/SC;FMT;25.41;9
Santo Antônio do Sudoeste/PR;FMT;132.62;15
Chapecó/SC;FMT;79.95;8
Contagem/MG;FMT;75.03;8
Santo André/SP;FMT;58.73;5
Pompéia/SP;FMT;71.83;7
Mauá/SP;FMT;58.73;5
Barueri/SP;FMT;58.73;5
Rio Negrinho/SC;FMT;15.14;9
Botucatu/SP;FMT;71.81;5
Ewbank da Câmara/MG;FMT;75.08;9
São Paulo/SP;FMT;50.93;5
Brasília/DF;FMT;60.52;7
Guarujá/SP;FMT;71.5;5
Campinas/SP;FMT;58.73;5
Taubaté/SP;FMT;71.83;5
Roseira/SP;FMT;71.83;6
São Lourenço/MG;FMT;75.08;9
Cianorte/PR;FMT;58.61;11
Campo Limpo Paulista/SP;FMT;58.73;5
Bandeirantes/PR;FMT;75.41;11
São Bernardo do Campo/SP;FMT;58.73;5
Agudos do Sul/PR;FMT;132.91;16
Quintana/SP;FMT;71.83;7
Jundiaí/SP;FMT;58.73;5
São Joaquim da Barra/SP;FMT;71.5;6
Campinas/SP;FMT;58.73;5
Belo Horizonte/MG;FMT;68.83;7
Campos dos Goytacazes/RJ;FMT;75.39;8
Lins/SP;FMT;71.83;5
Campinas/SP;FMT;58.73;5
Santo Ângelo/RS;FMT;79.7;11
Osasco/SP;FMT;58.73;5
Arroio do Meio/RS;FMT;79.7;9
Cachoeiras de Macacu/RJ;FMT;75.08;10
Candeias/MG;FMT;86.84;9
Pelotas/RS;FMT;79.7;9
Salto/SP;FMT;71.5;6
Rio de Janeiro/RJ;FMT;68.75;9
Extrema/MG;FMT;75.08;8
Itapemirim/ES;FMT;131.34;12
Bebedouro/SP;FMT;71.87;6
Curitiba/PR;FMT;68.38;7
Paulínia/SP;FMT;58.73;5
Sertãozinho/SP;FMT;71.83;5
Campinas/SP;FMT;33.1;5
Imbituba/SC;FMT;79.95;12
Taubaté/SP;FMT;71.83;5
Belo Horizonte/MG;FMT;38.46;7
Poços de Caldas/MG;FMT;142.44;8
Monte Mor/SP;FMT;58.73;5
Suzano/SP;FMT;58.4;5
Porto Alegre/RS;FMT;41.53;8
Rio de Janeiro/RJ;FMT;68.45;7
Américo Brasiliense/SP;FMT;71.83;5
Curitiba/PR;FMT;68.45;7
Avaré/SP;FMT;71.83;5
Rio de Janeiro/RJ;FMT;38.46;6
Barra de São João/RJ;FMT;75.64;7
Gravatal/SC;FMT;79.95;9
Igaratá/SP;FMT;71.83;8
São João de Meriti/RJ;FMT;69;7
Pato Branco/PR;FMT;46.82;12
Itapevi/SP;FMT;71.83;5
Lages/SC;FMT;79.95;9
Curitiba/PR;FMT;68.77;7
Belo Horizonte/MG;FMT;69;7
Sorocaba/SP;FMT;58.73;5
Curitiba/PR;FMT;68.77;7
Ipatinga/MG;FMT;74.97;8
Engenho Velho/RS;FMT;132.62;13
Ipatinga/MG;FMT;75.48;8
Piracicaba/SP;FMT;71.81;5
Aurora/SC;FMT;79.95;12
Cafelândia/PR;FMT;75.41;8
Betim/MG;FMT;91.45;11
Jaú/SP;FMT;71.83;5
Juazeiro/BA;FMT;128.55;12
Monte Aprazível/SP;FMT;71.9;8
São Paulo/SP;FMT;50.49;5
Sabino/SP;FMT;71.83;8
Porto Alegre/RS;FMT;82.64;8
Pederneiras/SP;FMT;71.83;6
Cajamar/SP;FMT;58.4;5
Santa Tereza do Oeste/PR;FMT;75.41;11
Nova Serrana/MG;FMT;75.48;10
Santos/SP;FMT;58.73;5
São João do Oriente/MG;FMT;132.68;13
Santa Luzia de Caratinga/MG;FMT;75.32;9
Santa Luzia/MG;FMT;75.08;9
Santo André/SP;FMT;58.73;5
Macaé/RJ;FMT;75.08;7
Belo Horizonte/MG;FMT;68.75;7
Charqueada/SP;FMT;71.83;6
Afonso Cláudio/ES;FMT;131.06;13
Barueri/SP;FMT;58.73;5
Campinas/SP;FMT;58.7;5
Várzea Paulista/SP;FMT;71.83;5
Ituiutaba/MG;FMT;75.08;9
São Paulo/SP;FMT;50.93;5
Gravataí/RS;FMT;186.08;7
São Paulo/SP;FMT;51.23;5
São Paulo/SP;FMT;210.5;5
Campo Grande/MS;FMT;71.73;12
Caçador/SC;FMT;79.95;12
Salvador/BA;FMT;56.75;8
Salvador/BA;FMT;143.31;8
Fortaleza/CE;FMT;130.48;10
São Paulo/SP;FMT;30.12;5
Teresina/PI;FMT;45.55;14
Corinto/MG;FMT;51.81;13
São Paulo/SP;FMT;36.37;5
Embu-Guaçu/SP;FMT;61.87;6
São Paulo/SP;FMT;128.88;5
São Domingos/GO;FMT;179.16;14
São Paulo/SP;FMT;135.43;5
São Paulo/SP;FMT;156.66;5
Cabrobó/PE;FMT;515.8;15
São Paulo/SP;FMT;50.93;5
Embu das Artes/SP;FMT;76.27;5
Itabuna/BA;FMT;45.36;9
Governador Valadares/MG;FMT;107.89;8
Chapadão do Sul/MS;FMT;82.42;13
São Paulo/SP;FMT;80.54;5
Novo Oriente de Minas/MG;FMT;132.6;14
Francisco Dumont/MG;FMT;110.82;13
Garibaldi/RS;FMT;49.73;11
Petrolina/PE;FMT;31.16;12
Monte Belo do Sul/RS;FMT;25.26;14
Fortaleza/CE;FMT;327.81;11
Bom Lugar/MA;FMT;202.82;19
Farroupilha/RS;FMT;82.73;9
Alvorada/RS;FMT;33.71;8
Candiota/RS;FMT;132.62;14
Rosário do Sul/RS;FMT;79.99;12
Vacaria/RS;FMT;79.68;10
Salete/SC;FMT;197.18;13
JK/MG;FMT;51.78;11
Guabiruba/SC;FMT;260.7;10
Ilhota/SC;FMT;156.61;13
Caxias do Sul/RS;FMT;60.24;9
Guaratuba/PR;FMT;255.95;11
Pacajus/CE;FMT;46.65;16
São José dos Pinhais/PR;FMT;368.77;7
Ibirité/MG;FMT;24.25;7
Niterói/RJ;FMT;23.52;7
São José dos Campos/SP;FMT;19.34;5
Uberaba/MG;FMT;24.25;8
Cariacica/ES;FMT;24.02;8
Araucária/PR;FMT;35.5;7
Juazeiro do Norte/CE;FMT;77.3;12
Votorantim/SP;FMT;27.68;5
Taiúva/SP;FMT;23.11;8
Niterói/RJ;FMT;32.41;7
Araçatuba/SP;FMT;33.56;5
São Paulo/SP;FMT;17.7;5
Niterói/RJ;FMT;32.41;6
Iraí/RS;FMT;51.52;14
São José dos Campos/SP;FMT;19.34;5
Diadema/SP;FMT;38.01;5
Rio de Janeiro/RJ;FMT;23.52;7
Vila Nova do Sul/RS;FMT;25.39;11
São Vicente/SP;FMT;27.4;5
Uberlândia/MG;FMT;35.22;7
Bauru/SP;FMT;33.56;5
Presidente Prudente/SP;FMT;33.56;6
Ourinhos/SP;FMT;33.56;5
Barueri/SP;FMT;31.33;5
Carapicuíba/SP;FMT;27.4;5
Ijaci/MG;FMT;51.52;14
Ipuã/SP;FMT;33.56;6
Biritiba Mirim/SP;FMT;32.15;6
Miguelópolis/SP;FMT;40.09;9
Ipatinga/MG;FMT;35.22;8
Uberaba/MG;FMT;24.25;8
Centralina/MG;FMT;51.52;14
Contagem/MG;FMT;24.25;8
Varginha/MG;FMT;35.22;11
Rio de Janeiro/RJ;FMT;36.76;7
Aiuruoca/MG;FMT;60.37;14
Santo André/SP;FMT;27.4;5
Vinhedo/SP;FMT;23.11;5
Duque de Caxias/RJ;FMT;39.19;10
Abaeté/MG;FMT;35.22;9
São Francisco do Sul/SC;FMT;25.73;8
Poços de Caldas/MG;FMT;21.03;8
Guaraqueçaba/PR;FMT;29.17;16
Paraty/RJ;FMT;28.75;13
Guarujá/SP;FMT;19.45;5
Santa Rosa de Viterbo/SP;FMT;19.85;5
Taquara/RS;FMT;21.21;9
Linhares/ES;FMT;28.58;11
Duque de Caxias/RJ;FMT;23.97;15
Ilhabela/SP;FMT;19.73;7
São Gonçalo/RJ;FMT;23.95;10
Pindamonhangaba/SP;FMT;19.72;5
São José do Rio Preto/SP;FMT;19.73;6
Brusque/SC;FMT;17.42;10
Cariacica/ES;FMT;21.11;8
Curitiba/PR;FMT;18.74;7
Quatro Barras/PR;FMT;23.97;13
Curitiba/PR;FMT;18.74;7
Maringá/PR;FMT;20.9;7
Belo Horizonte/MG;FMT;19.48;7
Rio de Janeiro/RJ;FMT;19.59;6
São Leopoldo/RS;FMT;67.5;8
São Paulo/SP;FMT;28.9;5
São Paulo/SP;FMT;13;5
São Paulo/SP;FMT;11.11;5
Jacareí/SP;FMT;15.19;5
Santa Fé do Sul/SP;FMT;56.22;8
Jandira/SP;FMT;9.83;5
Salto/SP;FMT;53.11;6
Limeira/SP;FMT;38.01;5
José Boiteux/SC;FMT;59.1;11
São Paulo/SP;FMT;12.88;5
Pedro Leopoldo/MG;FMT;46.95;9
São Paulo/SP;FMT;8.14;5
Piracicaba/SP;FMT;20.9;5
Fortaleza/CE;FMT;85.52;10
Muriaé/MG;FMT;35.22;10
Adrianópolis/PR;FMT;51.52;16
Uberaba/MG;FMT;35.22;8
Arinos/MG;FMT;51.52;14
Franca/SP;FMT;11.4;5
Camaquã/RS;FMT;36.61;10
Montes Claros/MG;FMT;12.42;8
Getúlio Vargas/RS;FMT;25.39;9
Muriaé/MG;FMT;24.25;10
Santiago/RS;FMT;25.39;11
São José do Rio Preto/SP;FMT;23.11;6
Nova Iguaçu/RJ;FMT;24.94;8
Santa Maria/RS;FMT;25.39;8
Macaé/RJ;FMT;24.25;7
