Nome do destino;Código do serviço;Valor;Prazo Final
Brasília/DF;FMT;199.16;8
Limeira/SP;FMT;186.26;5
Itaúna/MG;FMT;221.04;9
Pinhais/PR;FMT;61.19;7
Itu/SP;FMT;58.69;6
Aracruz/ES;FMT;223.58;12
Rio das Ostras/RJ;FMT;219.01;8
Rio de Janeiro/RJ;FMT;226.65;15
Embu das Artes/SP;FMT;44.5;5
Nova Lima/MG;FMT;13.96;8
São Paulo/SP;FMT;28.61;5
São Paulo/SP;FMT;21.71;5
Diadema/SP;FMT;25.24;6
Campinas/SP;FMT;19.12;5
São Paulo/SP;FMT;8.6;5
Rondonópolis/MT;FMT;23.17;12
Rondonópolis/MT;FMT;23.17;12
Indaiatuba/SP;FMT;12.37;5
Contagem/MG;FMT;12.84;8
São Paulo/SP;FMT;21.06;5
Jaguari/RS;FMT;37.28;10
Chapecó/SC;FMT;25.71;8
Cubatão/SP;FMT;82.32;5
Brasília/DF;FMT;50.56;7
Cachoeiras de Macacu/RJ;FMT;77;10
Brasília/DF;FMT;26.38;7
Bento Gonçalves/RS;FMT;79.48;9
Arcoverde/PE;FMT;31.46;15
Apiacá/ES;FMT;231.52;13
Cambará/PR;FMT;24.57;10
Atibaia/SP;FMT;40.23;5
Guarapari/ES;FMT;24.02;11
Balneário Camboriú/SC;FMT;26.05;8
Florianópolis/SC;FMT;68.29;8
Indaiatuba/SP;FMT;90.45;5
Palhoça/SC;FMT;15.03;9
Vila Velha/ES;FMT;41.46;7
Mesquita/RJ;FMT;50.28;10
Jandira/SP;FMT;90.6;5
Bertioga/SP;FMT;172.57;5
Itajaí/SC;FMT;65.09;8
Jundiaí/SP;FMT;24.15;5
Santana de Parnaíba/SP;FMT;172.68;5
Bragança Paulista/SP;FMT;32.13;5
Criciúma/SC;FMT;69.46;10
Itatinga/SP;FMT;43.48;7
Maringá/PR;FMT;87.37;7
Barra do Piraí/RJ;FMT;65.51;7
Rio de Janeiro/RJ;FMT;156.56;9
Piracicaba/SP;FMT;110.02;5
Rio de Janeiro/RJ;FMT;67.26;6
Foz do Iguaçu/PR;FMT;135.07;10
Cotia/SP;FMT;70.35;5
São João da Boa Vista/SP;FMT;110.25;5
Salto do Itararé/PR;FMT;109.73;16
Florianópolis/SC;FMT;75.59;8
Duque de Caxias/RJ;FMT;70.78;10
Limeira/SP;FMT;37.07;5
Cotia/SP;FMT;41.83;5
São Paulo/SP;FMT;17.85;5
São Paulo/SP;FMT;21.26;5
Santo André/SP;FMT;56.31;5
Campinas/SP;FMT;27.62;5
Ribeirão Preto/SP;FMT;33.79;5
São José dos Campos/SP;FMT;105.83;5
Conselheiro Lafaiete/MG;FMT;252.48;9
Guarulhos/SP;FMT;25.51;11
São Paulo/SP;FMT;18.01;5
São Paulo/SP;FMT;80.32;5
Rio de Janeiro/RJ;FMT;32.39;6
Juiz de Fora/MG;FMT;46.47;7
Belo Horizonte/MG;FMT;115.09;7
Maringá/PR;FMT;42.22;7
Joinville/SC;FMT;25.71;9
Porto Alegre/RS;FMT;31.04;8
São Carlos/SP;FMT;23.43;5
Santo Antônio da Platina/PR;FMT;17.01;9
Brasília/DF;FMT;25.76;7
Nova Iguaçu/RJ;FMT;24.94;8
Sumaré/SP;FMT;19.34;5
Florianópolis/SC;FMT;26.14;8
Presidente Prudente/SP;FMT;23.11;6
São João/PR;FMT;24.67;15
Rio de Janeiro/RJ;FMT;36.9;7
Botuverá/SC;FMT;41.85;13
Caraguatatuba/SP;FMT;23.07;5
Itapevi/SP;FMT;55.77;5
Paranavaí/PR;FMT;24.25;10
Teresópolis/RJ;FMT;24.25;7
Guaratuba/PR;FMT;51.7;11
Belo Horizonte/MG;FMT;24.25;7
Gravataí/RS;FMT;81.64;7
Uberaba/MG;FMT;24.25;8
Campinas/SP;FMT;41.56;5
Diamante D'Oeste/PR;FMT;24.25;12
Aparecida de Goiânia/GO;FMT;24.69;8
Campinas/SP;FMT;36.87;5
Vila Velha/ES;FMT;122.84;7
Ribeirão das Neves/MG;FMT;20.98;9
Itanhaém/SP;FMT;19.79;5
São Paulo/SP;FMT;35.37;5
Porto Alegre/RS;FMT;20.11;8
Barueri/SP;FMT;29.75;5
Mogi das Cruzes/SP;FMT;19.34;5
Curitiba/PR;FMT;53.09;7
São Carlos/SP;FMT;102.67;5
Joinville/SC;FMT;63.81;10
Vila Velha/ES;FMT;108.39;7
São Paulo/SP;FMT;80.39;5
Petrópolis/RJ;FMT;60.11;8
São Paulo/SP;FMT;106.6;5
Aparecida de Goiânia/GO;FMT;61.48;8
Rio de Janeiro/RJ;FMT;51.59;6
São Paulo/SP;FMT;53.18;5
Flórida Paulista/SP;FMT;109.06;9
São Carlos/SP;FMT;110.29;5
Diadema/SP;FMT;33.1;5
Monte Alto/SP;FMT;44.29;7
Jandira/SP;FMT;32.9;5
São Paulo/SP;FMT;98.71;5
Chapecó/SC;FMT;16.72;8
Balsa Nova/PR;FMT;170.93;16
Paraíso do Sul/RS;FMT;65.47;12
Casimiro de Abreu/RJ;FMT;179.41;7
Itatiba/SP;FMT;168.36;5
João Pessoa/PB;FMT;544.56;9
Campo Novo do Parecis/MT;FMT;33.75;15
Maraú/BA;FMT;33.65;15
Pacatuba/CE;FMT;42.24;11
São Paulo/SP;FMT;17.7;5
São Paulo/SP;FMT;20.96;5
Gaspar/SC;FMT;38.05;10
Rio de Janeiro/RJ;FMT;53.41;7
São Paulo/SP;FMT;9.26;5
Santa Maria/RS;FMT;33.9;8
São Paulo/SP;FMT;11.87;5
São Francisco do Sul/SC;FMT;77.99;8
Balneário Camboriú/SC;FMT;19.1;8
Rio de Janeiro/RJ;FMT;19.78;6
São Paulo/SP;FMT;137.46;5
Lajeado/RS;FMT;178.75;9
São Paulo/SP;FMT;10.19;5
São Luís/MA;FMT;29.48;12
São Paulo/SP;FMT;146.65;5
Petrolina/PE;FMT;31.16;12
Capitão Leônidas Marques/PR;FMT;170.16;9
Guarulhos/SP;FMT;125.24;5
Taboão da Serra/SP;FMT;106.18;5
Palmas/TO;FMT;72.65;10
Ibirité/MG;FMT;182.41;7
Campo Grande/MS;FMT;14.75;12
Espinosa/MG;FMT;60.11;12
Mongaguá/SP;FMT;193.55;5
Curitiba/PR;FMT;63.94;7
Guarulhos/SP;FMT;125.23;5
Cariacica/ES;FMT;23.67;8
Nova Trento/SC;FMT;287.58;10
Caxias do Sul/RS;FMT;17.46;9
Jundiaí/SP;FMT;15.32;5
Congonhas/MG;FMT;51.64;10
Maracaju/MS;FMT;78.49;13
Conchal/SP;FMT;62.24;7
Lambari/MG;FMT;71.76;10
São Vicente de Minas/MG;FMT;109.79;14
São Bernardo do Campo/SP;FMT;48.1;5
São Bernardo do Campo/SP;FMT;48.21;5
Porto Alegre/RS;FMT;80.87;8
Ubatuba/SP;FMT;62.35;5
Barueri/SP;FMT;48.21;5
Veríssimo/MG;FMT;109.91;14
Corumbataí do Sul/PR;FMT;131.11;15
Cidade Ocidental/GO;FMT;163.41;9
Itaquaquecetuba/SP;FMT;56.96;5
Mauá/SP;FMT;57.31;5
Contagem/MG;FMT;108.09;8
Montenegro/RS;FMT;279.75;8
Pindamonhangaba/SP;FMT;102.67;5
Caibaté/RS;FMT;472.33;16
São Paulo/SP;FMT;86.07;5
Pompéia/SP;FMT;68.4;7
Belo Horizonte/MG;FMT;168.92;7
Ampére/PR;FMT;46.64;11
Florianópolis/SC;FMT;27.85;8
Santa Cruz do Rio Pardo/SP;FMT;65.1;6
Piracaia/SP;FMT;30.73;7
São Paulo/SP;FMT;17.99;5
Volta Redonda/RJ;FMT;37.25;7
Araxá/MG;FMT;22.13;9
Mauá da Serra/PR;FMT;45.78;10
Doutor Maurício Cardoso/RS;FMT;129.74;14
Santos/SP;FMT;15.18;5
São Paulo/SP;FMT;113.18;5
Jaú/SP;FMT;57.06;5
São Paulo/SP;FMT;178.84;5
Vila Velha/ES;FMT;108.39;7
Lorena/SP;FMT;20.26;6
São José dos Campos/SP;FMT;90.08;5
Regente Feijó/SP;FMT;104.49;8
Guarulhos/SP;FMT;31.43;5
Linhares/ES;FMT;323.86;11
São José/SC;FMT;115.32;10
Ervália/MG;FMT;24.99;13
Barra Funda/RS;FMT;593.16;16
Florianópolis/SC;FMT;92.71;8
Chapecó/SC;FMT;17.87;8
Bombinhas/SC;FMT;13.02;9
Brasília/DF;FMT;13.16;8
Franca/SP;FMT;23.88;5
Santana de Parnaíba/SP;FMT;11.03;5
Maria da Fé/MG;FMT;12.27;9
Mogi das Cruzes/SP;FMT;10.23;5
Mogi das Cruzes/SP;FMT;56.96;5
Camaquã/RS;FMT;12.84;10
São Paulo/SP;FMT;8.78;5
Luís Correia/PI;FMT;59.55;17
João Pessoa/PB;FMT;16.49;9
Monte Mor/SP;FMT;84.33;5
João Pessoa/PB;FMT;16.49;9
São Paulo/SP;FMT;11.61;5
São Paulo/SP;FMT;17.51;5
São Paulo/SP;FMT;26.08;5
Petrópolis/RJ;FMT;12.15;8
São José de Piranhas/PB;FMT;68.64;14
Barra do Ouro/RS;FMT;66.73;15
Camboriú/SC;FMT;18.73;8
Betim/MG;FMT;42.4;7
São Paulo/SP;FMT;21.2;5
Paulínia/SP;FMT;105.45;5
Brasília/DF;FMT;26.32;8
Guaíba/RS;FMT;21.16;9
Niterói/RJ;FMT;12.2;6
Florianópolis/SC;FMT;18.91;8
Rio Claro/SP;FMT;19.85;5
São Paulo/SP;FMT;37.73;5
São Paulo/SP;FMT;22.63;5
Brasília/DF;FMT;80.8;7
São Paulo/SP;FMT;18.05;5
Itatiba/SP;FMT;23.78;5
Rio de Janeiro/RJ;FMT;29.81;7
Navegantes/SC;FMT;34.53;11
Lages/SC;FMT;26.4;9
Rio de Janeiro/RJ;FMT;23.65;6
Brasília/DF;FMT;37.76;7
Louveira/SP;FMT;39.12;5
São Paulo/SP;FMT;21.71;5
Itajaí/SC;FMT;76.99;8
Louveira/SP;FMT;39.12;5
Ilhabela/SP;FMT;30.42;7
Florianópolis/SC;FMT;39.54;8
Santana de Parnaíba/SP;FMT;45.68;5
São José do Rio Preto/SP;FMT;152.36;6
Belo Horizonte/MG;FMT;37.95;7
Três Barras/SC;FMT;45.19;11
Curitiba/PR;FMT;30.43;7
São José dos Campos/SP;FMT;55.4;5
São Paulo/SP;FMT;18.6;5
Santos/SP;FMT;27.44;5
Brusque/SC;FMT;39.04;10
São Leopoldo/RS;FMT;51.74;8
Ponta Porã/MS;FMT;51.74;14
Osasco/SP;FMT;39.7;5
Curitiba/PR;FMT;52.52;7
São Paulo/SP;FMT;42.78;5
Araçatuba/SP;FMT;63.37;5
São Paulo/SP;FMT;23.86;5
São Carlos/SP;FMT;74.22;5
São Paulo/SP;FMT;49.23;5
Belo Horizonte/MG;FMT;32.95;7
São Paulo/SP;FMT;27.26;5
Santa Rosa de Viterbo/SP;FMT;70.56;5
Belo Horizonte/MG;FMT;23.92;7
Belo Horizonte/MG;FMT;24.24;7
Atibaia/SP;FMT;45.19;5
Miradouro/MG;FMT;130.99;14
São Paulo/SP;FMT;21.7;5
Rio de Janeiro/RJ;FMT;67.14;6
Campinas/SP;FMT;25.14;5
Tubarão/SC;FMT;17.5;9
Belo Horizonte/MG;FMT;30.28;7
Boituva/SP;FMT;82.94;6
Americana/SP;FMT;24.88;5
Porto Alegre/RS;FMT;12.23;8
Rio de Janeiro/RJ;FMT;79.16;8
São Paulo/SP;FMT;18.36;5
Belo Horizonte/MG;FMT;103.39;7
São Paulo/SP;FMT;63.71;5
Porto Alegre/RS;FMT;12.23;8
São Bernardo do Campo/SP;FMT;24.73;5
Assis/SP;FMT;75.46;6
Salvador/BA;FMT;148.06;8
Itapema/SC;FMT;33.73;7
São Paulo/SP;FMT;55.02;5
Arujá/SP;FMT;24.63;5
Belo Horizonte/MG;FMT;19.81;7
Jardim/CE;FMT;328.14;16
São Paulo/SP;FMT;23.97;5
São José/SC;FMT;14.25;10
Serafina Corrêa/RS;FMT;12.97;10
São Paulo/SP;FMT;20.9;5
Ponta Grossa/PR;FMT;14.71;9
São Miguel do Iguaçu/PR;FMT;73.73;10
Curitiba/PR;FMT;10.96;7
São Paulo/SP;FMT;20.59;5
Joinville/SC;FMT;14.4;10
São Lourenço do Oeste/SC;FMT;15.08;10
Florianópolis/SC;FMT;11.9;8
Curitiba/PR;FMT;10.96;7
São Pedro do Ivaí/PR;FMT;14.71;10
Novo Hamburgo/RS;FMT;45.62;8
Paragominas/PA;FMT;202.88;14
Curitiba/PR;FMT;10.03;7
Itajaí/SC;FMT;25.44;8
Itaúna/MG;FMT;51.64;9
Rio de Janeiro/RJ;FMT;19.84;7
Santos/SP;FMT;29.5;5
São Paulo/SP;FMT;39.31;5
Curitiba/PR;FMT;36.2;7
São Paulo/SP;FMT;39.31;5
Porto Alegre/RS;FMT;13.42;8
Ivaiporã/PR;FMT;60.09;11
São Miguel do Iguaçu/PR;FMT;60.11;10
Biguaçu/SC;FMT;43.95;8
Presidente Getúlio/SC;FMT;83.4;11
Joinville/SC;FMT;63.71;9
Brasília/DF;FMT;10.66;8
Botucatu/SP;FMT;57.02;5
São Paulo/SP;FMT;22.36;5
Goiânia/GO;FMT;56.99;8
Itapevi/SP;FMT;57.89;5
Uberlândia/MG;FMT;60.11;7
Cariacica/ES;FMT;24.06;8
São Paulo/SP;FMT;39.45;5
Santa Rosa/RS;FMT;18.26;11
São Paulo/SP;FMT;39.45;5
Guapiaçu/SP;FMT;57.2;8
Franco da Rocha/SP;FMT;53.29;5
Tupã/SP;FMT;23.16;6
São Paulo/SP;FMT;22.01;5
Junqueirópolis/SP;FMT;14.14;7
Uberaba/MG;FMT;45.82;8
Brasília/DF;FMT;26.75;7
Santo André/SP;FMT;70.37;5
Silvianópolis/MG;FMT;45.76;11
Curitiba/PR;FMT;52.9;7
Cascavel/PR;FMT;59.95;8
São Paulo/SP;FMT;18.46;5
Cravinhos/SP;FMT;43.48;5
Matinhos/PR;FMT;56.6;11
Jaú/SP;FMT;54.33;5
São Paulo/SP;FMT;33.46;5
Campo Mourão/PR;FMT;21.2;11
Poços de Caldas/MG;FMT;57.07;8
Campina Grande do Sul/PR;FMT;123.21;14
Cabo Frio/RJ;FMT;56.5;8
São Paulo/SP;FMT;52.86;5
Araraquara/SP;FMT;66.5;5
Ribeirão Preto/SP;FMT;19.86;5
Astorga/PR;FMT;64.87;10
Suzanápolis/SP;FMT;77.84;9
Paracatu/MG;FMT;84.41;11
São Paulo/SP;FMT;89.58;5
Atílio Vivácqua/ES;FMT;28.57;13
Córrego da Prata/RJ;FMT;266.78;13
Atibaia/SP;FMT;61.87;5
Joinville/SC;FMT;59.9;10
Porto Alegre/RS;FMT;26.05;8
Várzea Paulista/SP;FMT;54.27;5
Imbé/RS;FMT;44.09;10
Guaçuí/ES;FMT;108.44;13
Belo Horizonte/MG;FMT;52.76;7
São Paulo/SP;FMT;46.21;5
Conceição dos Ouros/MG;FMT;21.04;10
São Paulo/SP;FMT;44.79;5
São Paulo/SP;FMT;37.87;5
Uauá/BA;FMT;129.74;12
Brasília/DF;FMT;121.97;7
São Paulo/SP;FMT;80.39;5
Nova Resende/MG;FMT;20.76;11
São Paulo/SP;FMT;80.39;5
São Paulo/SP;FMT;52.52;5
São Paulo/SP;FMT;80.39;5
Porto Alegre/RS;FMT;78.84;8
Ribeirão Preto/SP;FMT;102.76;5
Americana/SP;FMT;16.42;5
Douradina/PR;FMT;24.25;14
Cravinhos/SP;FMT;102.67;5
São Roque/SP;FMT;103.58;5
São Paulo/SP;FMT;80.39;5
Tietê/SP;FMT;23.11;6
São Leopoldo/RS;FMT;120;8
Laranjal Paulista/SP;FMT;23.24;7
Mogi Guaçu/SP;FMT;90.08;5
Colombo/PR;FMT;108.61;9
Guarulhos/SP;FMT;33.1;5
Atibaia/SP;FMT;23.11;5
São Paulo/SP;FMT;22.49;5
Itaipulândia/PR;FMT;46.47;11
São Paulo/SP;FMT;29.43;5
Porto Alegre/RS;FMT;27.92;8
Uberlândia/MG;FMT;20.98;7
Contagem/MG;FMT;46.47;8
Rio Verde/GO;FMT;182.19;11
Araquari/SC;FMT;132.49;9
Rio do Sul/SC;FMT;71.63;12
São Carlos/SP;FMT;15.59;5
São Paulo/SP;FMT;26.85;5
Águas de Lindóia/SP;FMT;81.91;8
Cariacica/ES;FMT;75.05;8
Jaú/SP;FMT;11.16;5
Itararé/SP;FMT;160.1;8
Boa Esperança do Sul/SP;FMT;71.67;8
Novo Hamburgo/RS;FMT;20.91;8
João Pessoa/PB;FMT;495.43;9
Itaqui/RS;FMT;79.55;12
Indaiatuba/SP;FMT;127.9;5
Rio de Janeiro/RJ;FMT;101.93;8
Itapeva/SP;FMT;85.46;6
Blumenau/SC;FMT;79.79;10
Rio de Janeiro/RJ;FMT;126.06;6
Amparo/SP;FMT;71.67;6
Linhares/ES;FMT;29.55;11
Presidente Prudente/SP;FMT;129.47;6
Itaquaquecetuba/SP;FMT;58.57;5
São José do Rio Preto/SP;FMT;129.99;6
São João da Barra/RJ;FMT;115.14;9
São Paulo/SP;FMT;13.33;5
São Vicente/SP;FMT;27.68;5
Curitiba/PR;FMT;12.67;7
São Paulo/SP;FMT;50.78;5
Luzerna/SC;FMT;125.22;11
São Paulo/SP;FMT;166.31;5
Terra Rica/PR;FMT;62.1;10
São Carlos/SP;FMT;71.67;5
São Paulo/SP;FMT;8.78;5
São Paulo/SP;FMT;142.44;5
São Paulo/SP;FMT;17.7;5
Neves Paulista/SP;FMT;44.29;8
Contagem/MG;FMT;118.64;8
São Paulo/SP;FMT;8.78;5
Arapongas/PR;FMT;179.06;10
Palmitos/SC;FMT;65.56;9
Arroio do Tigre/RS;FMT;202.75;11
São Paulo/SP;FMT;17.7;5
São José das Palmeiras/PR;FMT;118.64;11
Taquaritinga/SP;FMT;10.94;7
Vitória/ES;FMT;88.39;7
Lençóis Paulista/SP;FMT;71.44;6
Mariópolis/PR;FMT;249.91;15
Osasco/SP;FMT;9.7;5
Imaruí/SC;FMT;79.12;11
Alvorada/RS;FMT;33.71;8
Sananduva/RS;FMT;134.44;10
Limeira/SP;FMT;57.95;5
Pitanga/PR;FMT;20.98;10
Ribeirão Preto/SP;FMT;93.04;5
São Paulo/SP;FMT;288.16;5
Curitiba/PR;FMT;59.62;7
Piraquara/PR;FMT;25.28;12
Campinas/SP;FMT;30.34;5
Agudos/SP;FMT;160.12;6
Quarto Centenário/PR;FMT;170.16;11
São Paulo/SP;FMT;29.34;5
João Neiva/ES;FMT;195.38;10
Adamantina/SP;FMT;237.77;11
Nova Friburgo/RJ;FMT;65.51;9
Rio de Janeiro/RJ;FMT;166.69;7
São Paulo/SP;FMT;23.86;5
Belo Horizonte/MG;FMT;127.94;7
Curitiba/PR;FMT;167.85;7
Divinópolis/MG;FMT;206.22;8
Santos/SP;FMT;27.68;5
São Roque/SP;FMT;193.55;5
Nova Iguaçu/RJ;FMT;126.06;8
Jundiaí/SP;FMT;92.9;5
Vitória de Santo Antão/PE;FMT;283.85;12
Uberlândia/MG;FMT;65.51;7
Araucária/PR;FMT;24.25;7
Joinville/SC;FMT;59.76;9
Campinas/SP;FMT;48.21;5
Belo Horizonte/MG;FMT;42.92;7
Capão da Canoa/RS;FMT;69.5;10
Brasília/DF;FMT;26.06;7
São Paulo/SP;FMT;105.82;5
Joinville/SC;FMT;193.23;9
Tocantins/MG;FMT;65.51;9
Mogi Guaçu/SP;FMT;19.34;5
Balneário Pinhal/RS;FMT;333.27;15
Belo Horizonte/MG;FMT;131.59;7
Rio de Janeiro/RJ;FMT;60.69;6
Campinas/SP;FMT;19.34;5
Francisco Morato/SP;FMT;62.35;5
Pitangueiras/SP;FMT;173.39;6
Belo Horizonte/MG;FMT;23.93;7
Resende/RJ;FMT;183.66;7
São Sebastião/SP;FMT;62.35;6
São José dos Campos/SP;FMT;9.75;5
Atibaia/SP;FMT;19.48;5
Brasília/DF;FMT;83.91;7
Campo Mourão/PR;FMT;183.66;11
Araras/SP;FMT;23.11;5
São Paulo/SP;FMT;8.71;5
Santa Cruz do Rio Pardo/SP;FMT;172.96;6
Cabreúva/SP;FMT;62.35;6
Anápolis/GO;FMT;163.63;10
Santo Estêvão/BA;FMT;110.6;10
Uberlândia/MG;FMT;182.34;7
Vila Velha/ES;FMT;24.32;7
Ibatiba/ES;FMT;407.11;13
Nova Friburgo/RJ;FMT;65.51;9
Guariba/SP;FMT;172.46;7
São Paulo/SP;FMT;23.86;5
Maquiné/RS;FMT;109.91;15
São Paulo/SP;FMT;13.01;5
Uberlândia/MG;FMT;35.5;7
Palmas/PR;FMT;160.15;11
São Luís/MA;FMT;322.4;12
Cruzeiro/SP;FMT;159.65;8
São Paulo/SP;FMT;17.7;5
Guarulhos/SP;FMT;115.09;5
Ibirité/MG;FMT;24.25;7
Barcelos/RJ;FMT;131.11;14
São Paulo/SP;FMT;12.94;5
São José do Rio Preto/SP;FMT;23.11;6
Guarujá/SP;FMT;70.32;5
Maceió/AL;FMT;26.63;9
Osasco/SP;FMT;19.34;5
Praia Grande/SP;FMT;13.2;5
Olinda/PE;FMT;31.16;10
Simonésia/MG;FMT;131.11;13
Jundiaí/SP;FMT;10.12;5
São Paulo/SP;FMT;49.42;5
Goiânia/GO;FMT;24.26;8
Florianópolis/SC;FMT;26.07;8
Camaçari/BA;FMT;32.43;8
Indaiatuba/SP;FMT;48.1;5
Lajinha/MG;FMT;37.02;14
São Paulo/SP;FMT;17.69;5
São Sebastião/SP;FMT;62.24;6
São Paulo/SP;FMT;17.69;5
Taboão da Serra/SP;FMT;48.1;5
Rio das Ostras/RJ;FMT;24.25;8
Rio Negro/PR;FMT;24.25;11
Lagoa Santa/MG;FMT;65.4;9
São Paulo/SP;FMT;11.87;5
Feira de Santana/BA;FMT;21.67;9
Chapecó/SC;FMT;25.71;8
Campinas/SP;FMT;48.1;5
Rio de Janeiro/RJ;FMT;23.52;6
Contagem/MG;FMT;65.4;8
Virginópolis/MG;FMT;31.95;11
Recife/PE;FMT;17.32;10
Bebedouro/SP;FMT;62.24;6
Osasco/SP;FMT;19.34;5
Rio de Janeiro/RJ;FMT;24.56;6
São Bernardo do Campo/SP;FMT;47.94;5
Embu das Artes/SP;FMT;20.69;5
Americana/SP;FMT;19.34;5
Itatinga/SP;FMT;62.24;7
Barueri/SP;FMT;34.79;5
Fernandópolis/SP;FMT;110.02;6
Blumenau/SC;FMT;25.71;10
Cotia/SP;FMT;31.7;6
Taubaté/SP;FMT;20.13;5
Jardim/MS;FMT;38.6;16
Vargem Grande do Sul/SP;FMT;62.24;6
Palhoça/SC;FMT;69.47;9
Belo Horizonte/MG;FMT;24.25;7
Maceió/AL;FMT;71.13;9
Hortolândia/SP;FMT;48.1;5
Cubatão/SP;FMT;23.11;5
Taboão da Serra/SP;FMT;16.56;5
Antonina/PR;FMT;109.79;15
Rio de Janeiro/RJ;FMT;14.73;6
Pará de Minas/MG;FMT;35.5;10
Brasília/DF;FMT;12.36;7
Maceió/AL;FMT;375.87;9
Juazeiro/BA;FMT;33.07;12
Brasília/DF;FMT;13.77;8
Rio de Janeiro/RJ;FMT;13.93;6
Assis/SP;FMT;110.02;6
São Paulo/SP;FMT;23.86;5
Guararema/SP;FMT;68.79;10
Guarulhos/SP;FMT;58.57;5
São José do Rio Preto/SP;FMT;71.67;6
Pradópolis/SP;FMT;71.67;6
São Simão/SP;FMT;71.67;6
Rio de Janeiro/RJ;FMT;68.45;6
São Paulo/SP;FMT;50.78;5
Pentecoste/CE;FMT;62.09;16
Rio de Janeiro/RJ;FMT;13.57;8
Jundiaí/SP;FMT;122.13;5
São José dos Campos/SP;FMT;58.57;5
Barueri/SP;FMT;58.57;5
Anápolis/GO;FMT;21.77;10
Álvares Machado/SP;FMT;71.67;8
Pato Branco/PR;FMT;75.08;12
Itaguaí/RJ;FMT;75.08;8
Esmeraldas/MG;FMT;37.2;9
Fernandópolis/SP;FMT;11.17;6
Potirendaba/SP;FMT;71.67;8
Parauapebas/PA;FMT;366.5;14
Camanducaia/MG;FMT;75.08;8
Sumaré/SP;FMT;58.57;5
Santana de Parnaíba/SP;FMT;58.57;5
Araras/SP;FMT;71.67;5
São Paulo/SP;FMT;50.78;5
Mirassol/SP;FMT;71.74;7
São Paulo/SP;FMT;50.78;5
Rio de Janeiro/RJ;FMT;68.75;6
Bragança Paulista/SP;FMT;58.57;5
Osasco/SP;FMT;58.57;5
Sumaré/SP;FMT;14.86;5
Maceió/AL;FMT;51.65;9
Tijucas do Sul/PR;FMT;132.47;16
Loanda/PR;FMT;75.25;10
Suzanápolis/SP;FMT;71.67;9
Cabo Frio/RJ;FMT;75.84;8
Arujá/SP;FMT;16.9;5
Campinas/SP;FMT;58.57;5
Paulínia/SP;FMT;58.57;5
Guarulhos/SP;FMT;58.4;5
Sorocaba/SP;FMT;58.57;5
Brasília/DF;FMT;12.46;7
Porto Alegre/RS;FMT;82.48;8
São José/SC;FMT;79.79;10
São Paulo/SP;FMT;18.04;5
Ribeirão Pires/SP;FMT;58.57;5
João Pessoa/PB;FMT;18.43;9
Santo André/SP;FMT;58.57;5
Maximiliano de Almeida/RS;FMT;132.47;14
Alagoinha/PE;FMT;103.92;15
Brasília/DF;FMT;91.89;7
São Tomé/PR;FMT;75.25;11
Monte Mor/SP;FMT;19.79;5
Indaiatuba/SP;FMT;58.57;5
Irati/PR;FMT;75.25;11
Piracicaba/SP;FMT;71.67;5
Sede Alvorada/PR;FMT;75.25;8
Itaguaí/RJ;FMT;75.08;8
São Paulo/SP;FMT;26.08;5
Franca/SP;FMT;71.67;5
Paulínia/SP;FMT;58.57;5
Santos/SP;FMT;58.57;5
Guarulhos/SP;FMT;58.57;5
Itanhaém/SP;FMT;12.97;5
Uberaba/MG;FMT;75.08;8
Luiz Alves/SC;FMT;96.56;13
Nova Granada/SP;FMT;71.67;8
Guaraçaí/SP;FMT;71.45;9
São Paulo/SP;FMT;50.78;5
Santa Cruz do Sul/RS;FMT;79.55;9
Rio de Janeiro/RJ;FMT;90.9;10
Praia Grande/SP;FMT;58.57;5
Joinville/SC;FMT;79.79;9
Paracatu/MG;FMT;132.3;11
Barbacena/MG;FMT;75.64;9
Esmeraldas/MG;FMT;37.2;9
São Paulo/SP;FMT;50.78;5
São Paulo/SP;FMT;50.78;5
Valentim Gentil/SP;FMT;71.67;8
Barueri/SP;FMT;58.57;5
Cuiabá/MT;FMT;76.26;9
Esteio/RS;FMT;79.55;8
Fartura/SP;FMT;71.67;8
Santo André/SP;FMT;14.76;5
Águia Branca/ES;FMT;75.11;11
Mairiporã/SP;FMT;63.64;6
Osasco/SP;FMT;19.09;5
Rio de Janeiro/RJ;FMT;91.2;10
São Paulo/SP;FMT;50.78;5
São Paulo/SP;FMT;50.78;5
Rio de Janeiro/RJ;FMT;50.02;10
São Paulo/SP;FMT;50.78;5
Maracaçumé/MA;FMT;135.91;17
Itabirinha/MG;FMT;132.3;14
Itinga/MG;FMT;42.58;10
Itapecerica da Serra/SP;FMT;137.82;5
Francisco Beltrão/PR;FMT;85.16;11
Assis Chateaubriand/PR;FMT;17.18;10
São Vendelino/RS;FMT;15.99;12
São Borja/RS;FMT;64.59;13
Sant'Ana do Livramento/RS;FMT;25.14;10
Embu-Guaçu/SP;FMT;149.62;6
Cascavel/PR;FMT;237.86;8
Canela/RS;FMT;120.09;8
Tapejara/RS;FMT;38.64;14
Curvelo/MG;FMT;60.64;10
São Paulo/SP;FMT;49.42;5
Diamantina/MG;FMT;60.23;9
Caxias do Sul/RS;FMT;81.75;9
Belém/PA;FMT;534.24;14
Caxias do Sul/RS;FMT;18.07;9
Mairiporã/SP;FMT;124.85;6
Bom Princípio/RS;FMT;131.52;9
Campo Grande/MS;FMT;78.25;12
