Código do Pedido;Cidade do destino;UF do destino;Código do serviço;Valor;Prazo Final
0012406634350;São Paulo;SP;JET;9.92;3
0012406288184;Pedro Velho;RN;JET;20.86;15
0012406045840;Niterói;RJ;JET;10.55;5
0012406835666;Juiz de Fora;MG;JET;11.14;6
0012406050763;Aracruz;ES;JET;11.06;9
0012406468264;Balneário Camboriú;SC;RSU;11.39;4
0012406672118;Indiaporã;SP;JET;11.47;7
0012406369419;Curvelo;MG;JET;16.43;6
0012406222665;Belo Horizonte;MG;GFL;12.34;3
0012406424134;Coromandel;MG;GFL;13.7;6
0012406651572;Ituiutaba;MG;GFL;11.25;5
0012406869690;Franca;SP;JET;10.31;5
0012406621795;São Bernardo do Campo;SP;GFL;11.66;2
0012406886799;Pouso Alegre;MG;GFL;13.53;6
0012406323780;Aliança;PE;JET;16.59;13
0012406941083;Rio Novo;MG;JET;12.17;7
0012406363506;São Vicente;SP;GFL;17.88;3
0012406573726;Balneário Piçarras;SC;RSU;11.09;5
0012406651839;Conceição do Castelo;ES;JET;11.59;9
0012406447956;Belo Horizonte;MG;JET;10.65;5
0012406928254;Campos dos Goytacazes;RJ;JET;12.27;6
0012406431488;Belo Horizonte;MG;GFL;11.02;3
0012406284178;Betim;MG;GFL;12.44;4
0012406566463;Belo Horizonte;MG;GFL;11.48;3
0012406691690;Betim;MG;GFL;11.3;4
0012406794434;Araxá;MG;GFL;11.3;6
0012406154459;Recife;PE;JET;21.38;7
0012406726187;Praia Grande;SP;JET;10.18;5
0012406435473;São José dos Campos;SP;JET;10.26;5
0012406242877;Magé;RJ;JET;11.37;7
0012406425557;Edéia;GO;JET;14.22;12
0012406748883;Magé;RJ;JET;15.69;7
0012406398856;Penha;SC;GFL;10.23;6
0012406212720;Piracicaba;SP;JET;9.81;5
0012406597341;Aracruz;ES;JET;13.54;9
0012406014501;Petrópolis;RJ;JET;12.27;6
0012406179122;Ibirubá;RS;GFL;14.75;20
0012406291657;Americana;SP;GFL;11.94;2
0012406314761;Japaratinga;AL;JET;16.19;22
0012406040741;Curitiba;PR;RSU;9.73;4
0012406407478;Belo Horizonte;MG;GFL;13.31;3
0012406785600;São Miguel das Missões;RS;JET;12.64;7
0012406472127;Fortaleza;CE;JET;16.02;9
0012406204208;Brasília;DF;JET;12.42;5
0012406023528;Uberlândia;MG;JET;11.14;7
0012406773920;Ivoti;RS;JET;17.69;5
0012406756599;Mariana;MG;GFL;13.58;7
0012406807630;Palma;MG;JET;14.61;8
0012406682004;Presidente Prudente;SP;GFL;12.83;2
0012406547377;Santos;SP;JET;9.95;4
0012406315230;Teixeira de Freitas;BA;JET;19.32;9
0012406861558;Fortaleza;CE;JET;14.73;9
0012406402618;Guarulhos;SP;GFL;11.56;2
0012406279326;João Pessoa;PB;JET;17.54;9
0012406099455;Rio de Janeiro;RJ;GFL;12.32;3
0012406237755;Montes Claros;MG;JET;11.36;7
0012406427249;Belo Horizonte;MG;JET;10.65;5
0012406772408;Sete Lagoas;MG;JET;13.93;6
0042406235348;Sorocaba;SP;JET;9.9;4
0012406660187;São Paulo;SP;JET;9.92;4
0012406820019;Campo Grande;MS;JET;12.05;10
0012406158614;Camaragibe;PE;JET;18.59;10
0012406186975;Valinhos;SP;GFL;12.69;2
0012406822562;Cabo de Santo Agostinho;PE;JET;22.1;11
0012406753002;Ariquemes;RO;JET;26.59;17
0012406291031;Salvador;BA;JET;15;7
0012406049605;São Vicente;SP;JET;10.18;5
0012406236813;Jaú;SP;GFL;15.01;2
0012406784921;Flores da Cunha;RS;JET;18.07;5
0012406005490;Canoas;RS;S2C;15.13;7
0012406271599;Correntina;BA;JET;15.18;11
0012406158663;Nova Iguaçu;RJ;JET;11.34;6
0012406103877;São Luís;MA;JET;15.75;12
0042406472888;Lagoa Formosa;MG;JET;13.24;8
0012406939635;Diadema;SP;GFL;10.18;2
0012406275429;Brasília;DF;GFL;16.91;4
0012406536190;Divinópolis;MG;GFL;10.51;4
0012406677859;Belo Horizonte;MG;GFL;13.4;3
0012406198682;Cruzaltense;RS;GFL;11.78;21
0012406620605;Nova Iguaçu;RJ;JET;10.67;7
0012406901311;São Paulo;SP;S2C;8.98;2
0012406543657;Vitória do Mearim;MA;JET;25.93;15
0012406197583;Gravataí;RS;JET;16.18;4
0012406371687;Cuiabá;MT;JET;12.65;8
0012406771110;Manaus;AM;JET;30.73;12
0012406605378;Rio de Janeiro;RJ;JET;13.23;5
0012406521808;Itaocara;RJ;GFL;11.76;7
0012406220428;Belo Horizonte;MG;GFL;11.8;3
0012406525201;Campo Grande;MS;JET;12.03;10
0012406365827;Ipatinga;MG;GFL;11.3;5
0012406133855;Boa Vista;RR;JET;21.08;13
0012406707076;Praia Grande;SP;S2C;9.89;3
0012406241952;São Paulo;SP;JET;9.77;4
0012406577401;Simões Filho;BA;JET;15.11;9
0012406981990;Seropédica;RJ;GFL;10.76;4
0012406006691;Recife;PE;JET;14.9;8
0042406361829;Goiânia;GO;JET;11.39;6
0012406888991;Rio de Janeiro;RJ;JET;13.76;4
0012406645712;Salvador;BA;JET;16.05;7
0012406062285;Joinville;SC;JET;10.31;2
0012406343677;São Paulo;SP;S2C;9.89;3
0012406675999;São Paulo;SP;S2C;8.98;2
0012406616435;Borborema;SP;JET;11.33;6
0042406581917;Santa Cruz do Piauí;PI;JET;16.71;22
0012406342096;Águas de Lindóia;SP;GFL;11.88;3
0012406841980;Rio das Ostras;RJ;JET;12.06;7
0012406319685;Bambuí;MG;GFL;12.44;8
0012406007955;São Paulo;SP;S2C;11.71;3
0012406693483;São Paulo;SP;S2C;12.5;2
0012406658723;Rio de Janeiro;RJ;GFL;16.06;3
0012406976164;Brasília;DF;JET;13.99;5
0012406785401;Garuva;SC;RSU;10.54;5
0012406460019;Rio Branco;AC;JET;23.84;13
0012406096343;Niterói;RJ;JET;11.34;5
0012406771829;Juiz de Fora;MG;JET;11.14;6
0012406830702;São Paulo;SP;S2C;10.06;3
0012406143930;Angra dos Reis;RJ;JET;12.27;6
0012406808690;Campo Grande;MS;JET;12.59;10
0012406295321;São Vicente;SP;JET;10.02;5
0012406260879;Belo Horizonte;MG;GFL;9.95;3
0012406127071;Belo Horizonte;MG;GFL;11.57;3
0012406766905;Colatina;ES;JET;10.56;8
0012406594795;Camaragibe;PE;JET;19.12;10
0012406891967;Fortaleza;CE;JET;16.02;9
0012406734240;Jaguaruana;CE;JET;19.71;18
0012406572314;Indiaporã;SP;JET;11.07;7
0012406120501;São Paulo;SP;JET;9.92;4
0012406634392;São Paulo;SP;S2C;9.89;2
0012406415790;Araxá;MG;GFL;11.83;6
0012406826277;Nova Independência;SP;GFL;11.08;3
0012406017938;Itabuna;BA;JET;14.77;9
0012406376877;São Paulo;SP;S2C;8.98;2
0012406323578;Rio de Janeiro;RJ;JET;10.77;4
0012406478290;São Paulo;SP;GFL;11.2;2
0012406225433;Belo Horizonte;MG;JET;10.65;5
0012406725866;Pacoti;CE;JET;18.14;15
0012406994939;Serra;ES;JET;11.78;7
0012406167277;Cáceres;MT;JET;16.48;9
0012406288415;Nova Iguaçu;RJ;JET;11.34;6
0012406891404;Cotia;SP;GFL;11;2
0012406196282;Rio de Janeiro;RJ;JET;10.3;4
0012406511777;Santa Rosa de Viterbo;SP;GFL;10.33;2
0012406232457;Rio de Janeiro;RJ;JET;10.93;5
0012406218744;Campinas;SP;JET;9.81;3
0042406668328;Guarulhos;SP;JET;9.81;3
0012406539081;Vinhedo;SP;GFL;10.33;2
0012406625299;Itapevi;SP;GFL;9.94;2
0012406010543;Jundiaí;SP;JET;9.95;5
0012406521728;Manaus;AM;JET;24.77;12
0012406305001;Guaratinguetá;SP;JET;11.33;5
0012406718095;Cuiabá;MT;JET;12.65;8
0012406823350;Campo Grande;MS;JET;12.03;10
0012406672165;Prudentópolis;PR;RSU;10.78;5
0012406739191;Rio de Janeiro;RJ;JET;10.3;4
0012406231441;Belo Horizonte;MG;JET;10.65;5
0012406813453;Cabo Frio;RJ;JET;13.7;6
0012406674585;Recife;PE;JET;14.9;7
0012406715273;Rio de Janeiro;RJ;JET;12.05;4
0012406216370;Uberlândia;MG;GFL;10.46;4
0012406454383;Maringá;PR;JET;10.33;5
0012406241676;Brasília;DF;JET;12.08;5
0012406125711;Santos;SP;JET;9.95;4
0012406192931;Cidade Ocidental;GO;GFL;13.32;6
0012406968007;Guarulhos;SP;JET;9.95;3
0012406302670;Dois Vizinhos;PR;RSU;13.66;5
0012406634810;Jataí;GO;GFL;13.32;10
0012406424323;Volta Redonda;RJ;JET;12.72;6
0012406660198;Costa Rica;MS;JET;16.25;14
0042406784855;Ocara;CE;JET;18.14;15
0012406425021;Mauriti;CE;JET;18.22;17
0012406096852;Rio de Janeiro;RJ;GFL;15.34;3
0012406204614;Jaboatão dos Guararapes;PE;JET;14.97;8
0012406815995;Rio de Janeiro;RJ;JET;13.89;5
0012406088361;Estreito;MA;JET;17.48;16
0012406973827;Guaíra;PR;RSU;10.23;5
0012406338764;Joinville;SC;JET;9.23;2
0012406586995;Goiânia;GO;JET;11.39;6
0012406121970;Belo Horizonte;MG;GFL;11.57;3
0012406373248;Araguacema;TO;JET;34.27;22
0012406337581;Olinda;PE;JET;17.6;8
0012406713170;Rio Bonito;RJ;JET;11.83;7
0012406443781;Brasília;DF;GFL;21.78;5
0012406917557;Senador Canedo;GO;GFL;14.01;6
0012406006286;São Paulo;SP;S2C;11.72;3
0012406980335;São Paulo;SP;S2C;13.91;2
0012406889560;Gandu;BA;JET;16.58;10
0012406511232;Joinville;SC;JET;9.59;2
0012406245036;Chapecó;SC;JET;9.95;4
0012406216147;Natal;RN;JET;23.22;9
0012406318936;Hortolândia;SP;GFL;11.31;2
0012406025898;Cametá;PA;GFL;21.57;17
0012406773553;Rio de Janeiro;RJ;JET;10.93;4
0012406876503;Itajaí;SC;RSU;10.87;4
0012406471985;Senador Canedo;GO;GFL;16.11;6
0012406394900;Botucatu;SP;GFL;15.42;2
0012406339943;Jundiaí;SP;GFL;13.75;2
0012406328522;Belo Horizonte;MG;GFL;9.41;3
0012406416167;São Luís;MA;JET;16.04;12
0012406530233;Seara;SC;RSU;10.37;5
0012406391079;Bodocó;PE;JET;21.3;22
0012406143628;Saquarema;RJ;JET;15.6;6
0012406971607;Belém;PA;JET;24.3;13
0012406730791;Ipueiras;CE;JET;17.64;15
0012406252942;Recife;PE;JET;17.43;7
0012406447925;Sobral;CE;JET;16.81;13
0012406563603;Porto Alegre;RS;JET;9.13;3
0012406025982;Florianópolis;SC;JET;9.42;2
0012406517295;Serra;ES;JET;12.26;7
0012406212488;Pinhais;PR;GFL;9.05;5
0012406578720;São Paulo;SP;GFL;11.11;2
0012406120502;Manaus;AM;JET;21.3;12
0012406166927;Araquari;SC;S2C;10.77;2
0012406165514;São Gonçalo;RJ;JET;9.98;8
0012406844984;Lençóis Paulista;SP;JET;11.86;6
0042406975125;Salvador;BA;JET;14.35;7
0012406387506;Cariacica;ES;JET;12.37;6
0012406851348;João Neiva;ES;JET;14.12;9
0012406621094;Rio de Janeiro;RJ;GFL;11.97;3
0012406372055;Americana;SP;GFL;11.92;2
0012406816261;Imbituba;SC;RSU;10.25;5
0012406719120;Guarulhos;SP;GFL;12.17;2
0012406231384;Santa Bárbara D'Oeste;SP;GFL;13.01;2
0012406451033;Brasília;DF;GFL;13.46;4
0012406991130;Campinas;SP;GFL;11.38;2
0012406237711;Fortaleza;CE;JET;22.96;9
0012406592355;São Paulo;SP;GFL;11.04;2
0032406085985;Carmo do Paranaíba;MG;JET;17.88;8
0012406210893;Iguaba Grande;RJ;GFL;13.38;6
0012406071341;São Paulo;SP;S2C;11.76;3
0012406545980;Belo Horizonte;MG;GFL;12.42;3
0012406290587;Franco da Rocha;SP;GFL;12.55;2
0012406807883;Serra Negra;SP;GFL;12.71;4
0012406225597;Cariacica;ES;JET;10.1;6
0012406691207;Belo Horizonte;MG;GFL;11.57;3
0012406096064;Coronel Fabriciano;MG;GFL;13.53;5
0012406169435;Guarulhos;SP;GFL;11.22;2
0012406916509;Rio de Janeiro;RJ;GFL;16.78;3
0012406095862;Nilópolis;RJ;GFL;15.54;4
0012406164440;Piracicaba;SP;GFL;12.73;2
0012406810625;Nova Friburgo;RJ;JET;11.83;6
0032406968197;São Paulo;SP;JET;21.64;4
0012406795267;Belo Horizonte;MG;GFL;13.26;3
0012406701799;Brasília;DF;GFL;13.46;4
0012406886354;São Paulo;SP;S2C;11.52;2
0012406432892;Praia Grande;SP;S2C;16.85;3
0012406612209;Lençóis Paulista;SP;JET;13.88;6
0012406909130;Belo Horizonte;MG;GFL;15.8;3
0012406447068;Salvador;BA;JET;18.91;7
0012406800514;Santa Cruz Cabrália;BA;JET;21.44;10
0012406871806;João Monlevade;MG;GFL;14.35;5
0012406627741;Fortaleza;CE;JET;23.34;9
0042406878082;Brasília;DF;JET;12.08;5
0012406160831;Rio de Janeiro;RJ;JET;13.76;4
0012406099416;Bauru;SP;GFL;11.97;2
0012406495306;Curitiba;PR;RSU;9.9;4
0012406191869;Brasília;DF;GFL;15.95;5
0012406109355;Belo Horizonte;MG;GFL;11.8;3
0012406384613;Itaberaí;GO;JET;14.59;10
0012406446829;Belo Horizonte;MG;GFL;11.38;3
0012406366114;São Paulo;SP;JET;15.96;4
0012406214143;Vila Velha;ES;JET;10.21;6
0012406869484;Araújos;MG;JET;12.13;7
0012406212356;Goiânia;GO;JET;16.55;6
0012406661921;Várzea Alegre;CE;JET;24.16;15
0012406797293;Fernandópolis;SP;JET;10.24;6
0012406480075;São Paulo;SP;S2C;8.87;3
0012406579142;Barbacena;MG;GFL;11.44;6
0012406533444;Florestópolis;PR;GFL;8.77;6
0012406048531;Contagem;MG;GFL;9.17;5
0012406084233;Aracaju;SE;JET;13.88;8
0012406618779;Camaçari;BA;JET;23.14;8
0012406152095;Guarulhos;SP;GFL;11.68;2
0012406777118;Natal;RN;JET;14.61;9
0012406870948;Maricá;RJ;JET;11.7;7
0012406741184;Granja;CE;JET;23.78;15
0012406145804;Bauru;SP;GFL;13.22;2
0012406906863;São Paulo;SP;GFL;11.57;2
0012406760741;Belford Roxo;RJ;JET;14.27;7
0012406566309;Belo Horizonte;MG;GFL;10.96;3
0012406703291;Piranhas;GO;JET;14.74;18
0012406135091;Contagem;MG;GFL;15.3;5
0012406771341;Barreiras;BA;JET;15.01;10
0012406482564;Uberlândia;MG;GFL;13.65;4
0012406907887;Brasília;DF;GFL;17.66;5
0012406529190;Brasília;DF;GFL;18.45;5
0012406592069;Criciúma;SC;JET;10.25;3
0012406180850;São José dos Campos;SP;JET;9.79;4
0012406863089;Pirapora;MG;JET;11.37;9
0012406024133;Aperibé;RJ;GFL;10.18;7
0012406064704;Fortaleza;CE;JET;14.12;9
0012406787473;Salinas;MG;JET;11.75;9
0012406861656;Caxias do Sul;RS;JET;10.17;4
0012406010636;Cariacica;ES;JET;9.63;6
0012406306869;Camaçari;BA;JET;14.73;8
0012406415944;São Paulo;SP;S2C;8.97;2
0012406653234;Itapetinga;BA;JET;16.32;9
0042406238706;Lago do Junco;MA;JET;17.05;22
0012406298253;São Paulo;SP;S2C;8.97;3
0012406249945;Brasília;DF;JET;12.06;5
0012406614184;Brasília;DF;GFL;13.2;4
0012406596372;Muriaé;MG;GFL;12.28;7
0012406605395;Colônia Leopoldina;AL;JET;16.06;10
0012406362444;Taubaté;SP;JET;10.01;5
0012406620907;Novo Hamburgo;RS;JET;11.24;5
0012406801178;Belo Horizonte;MG;GFL;11.3;3
0012406989287;Ipatinga;MG;JET;10.84;6
0012406879620;Juiz de Fora;MG;GFL;10.39;6
0012406895187;Avelar;RJ;GFL;11.9;6
0012406280833;São Paulo;SP;JET;9.17;3
0012406810541;Dracena;SP;JET;10.68;6
0012406097993;São José dos Campos;SP;JET;9.64;4
0012406242204;Primavera do Leste;MT;JET;17.52;11
0012406954201;Brasília;DF;JET;13.37;5
0012406307234;Oliveira;MG;GFL;10.51;8
0012406041281;Rio de Janeiro;RJ;JET;11.67;4
0012406183428;São José do Rio Preto;SP;JET;9.2;5
0012406530237;Porto Alegre;RS;JET;10.03;3
0012406361939;Três Lagoas;MS;JET;16.15;12
0012406161883;Mauá;SP;GFL;10.64;2
0012406913213;Rosário do Sul;RS;JET;13.6;7
0012406470756;Curitiba;PR;RSU;9.78;4
0012406167663;Camocim;CE;JET;20.22;15
0012406950627;São José do Rio Preto;SP;JET;9.79;5
0012406188205;Canoas;RS;S2C;13.73;7
0012406680118;Belo Horizonte;MG;GFL;9.95;3
0012406542882;Caieiras;SP;JET;11.02;4
0012406787696;Penha;SC;GFL;10.67;6
0012406695879;Belo Horizonte;MG;GFL;11.3;3
0012406562407;Belo Horizonte;MG;GFL;9.49;3
0012406889746;Treze Tílias;SC;RSU;10.54;5
0012406157835;Cotia;SP;JET;11.46;4
0012406562772;Brasília;DF;JET;12.13;6
0012406199524;São Félix;BA;JET;14.9;10
0012406576055;Campos dos Goytacazes;RJ;JET;10.86;6
0012406161891;Belo Horizonte;MG;JET;10.34;4
0012406659973;Rio de Janeiro;RJ;JET;10.46;4
0012406772930;Santo Antônio de Jesus;BA;JET;15.1;9
0012406712643;Guarulhos;SP;GFL;10.53;2
0012406334987;Itaperuna;RJ;JET;11.06;6
0012406086440;São Gonçalo;RJ;JET;10.85;7
0012406027364;Rio de Janeiro;RJ;JET;10.3;4
0012406403164;Almirante Tamandaré;PR;GFL;10.16;5
0012406230163;Osasco;SP;JET;10.07;3
0012406543817;Rio de Janeiro;RJ;JET;10.21;4
0012406857646;São Paulo;SP;JET;9.77;4
0012406985672;Barra Mansa;RJ;GFL;11.15;4
0012406828446;Macaé;RJ;JET;10.86;6
0012406683708;São Paulo;SP;JET;9.61;3
0012406276555;São Bento do Sul;SC;RSU;10.75;5
0012406706650;Mundo Novo;BA;JET;15.18;10
0012406374947;Vitória;ES;JET;9.47;6
0012406532767;Niterói;RJ;JET;12.08;5
0012406761141;Brasília;DF;JET;12.06;5
0012406259165;Rio de Janeiro;RJ;JET;11.67;4
0012406695175;Belo Horizonte;MG;JET;10.34;4
0012406196717;Itajaí;SC;S2C;9.32;2
0012406109700;Campinas;SP;JET;9.79;4
0012406927284;Armação dos Búzios;RJ;JET;14.76;7
0012406409832;Nova Iguaçu;RJ;JET;10.67;7
0012406913229;Maceió;AL;JET;14.75;8
0012406702744;Campos Lindos;GO;JET;16.74;10
0012406223174;Blumenau;SC;JET;10.28;2
0012406637074;Formosa;GO;GFL;13.31;6
0012406497926;São Paulo;SP;JET;9.61;3
0012406751628;Governador Valadares;MG;JET;12.81;6
0012406935370;Rio de Janeiro;RJ;JET;9.7;4
0012406700644;Belo Horizonte;MG;GFL;9.38;3
0012406041154;São Paulo;SP;JET;9.08;4
0012406571675;Queimados;RJ;JET;12.11;6
0012406077320;Campinas;SP;JET;9.79;3
0012406074401;Duque de Caxias;RJ;JET;12.08;5
0012406782848;Rio de Janeiro;RJ;JET;10.28;4
0012406997981;Belo Horizonte;MG;GFL;9.95;3
0012406671274;João Pessoa;PB;JET;15.01;9
0012406604102;São Paulo;SP;S2C;10.06;2
0012406503977;Itapipoca;CE;JET;18.15;13
0012406406904;Niterói;RJ;JET;10.08;5
0012406017229;Indaiatuba;SP;JET;11.02;5
0012406578510;Mariana;MG;JET;13.47;8
0012406832046;São Caetano do Sul;SP;S2C;9.88;3
0012406676459;Jarinu;SP;JET;11.32;6
0012406875425;Currais Novos;RN;JET;16.44;14
0012406932505;Cruzeiro;SP;JET;10.74;5
0012406943454;São Paulo;SP;JET;9.61;3
0012406064331;Camamu;BA;JET;16.06;10
0012406469942;Duque de Caxias;RJ;JET;11.34;5
0012406055659;Imperatriz;MA;JET;19.09;15
0012406195908;Olinda;PE;JET;18.3;8
0012406008636;Curimatá;PI;JET;16.68;22
0012406792054;Muritiba;BA;JET;15.41;10
0012406286253;Cariacica;ES;JET;10.73;6
0012406205069;Rio Negrinho;SC;RSU;10.63;5
0012406163855;Santana de Parnaíba;SP;GFL;9.43;2
0012406788749;Itaguaí;RJ;GFL;14.32;4
0012406077536;Belo Horizonte;MG;JET;10.34;4
0012406070997;Recife;PE;JET;14.9;7
0012406119495;Criciúma;SC;JET;9.76;3
0012406144620;Belo Horizonte;MG;JET;10.81;5
0012406017285;São José;SC;GFL;9.51;4
0012406032092;Betim;MG;GFL;9.95;4
0012406451414;Cuiabá;MT;JET;12.09;9
0012406038930;Valença;BA;JET;15.11;9
0012406695572;Duque de Caxias;RJ;JET;11.16;5
0012406223865;Vespasiano;MG;GFL;9.35;5
0012406693242;Sorocaba;SP;JET;10.81;4
0012406627941;Serra;ES;JET;9.62;7
0012406662877;Vila Velha;ES;JET;11.3;6
0012406595038;Itupeva;SP;JET;10.18;6
0012406496239;Recife;PE;JET;15.69;7
0012406159443;Belo Horizonte;MG;JET;9.53;5
0012406104582;São João D'Aliança;GO;JET;14.87;10
0012406307007;Araraquara;SP;JET;9.43;5
0012406543461;São Paulo;SP;S2C;8.98;2
0012406654180;Taubaté;SP;JET;10.63;5
0012406737447;Jaguariúna;SP;GFL;10.33;2
0012406498752;Brasília;DF;JET;12.15;5
0012406472194;São Bernardo do Campo;SP;JET;9.64;3
0012406471343;Ituiutaba;MG;GFL;10.51;5
0012406325637;Setubinha;MG;JET;11.44;8
0012406264673;Itapetinga;BA;JET;16.32;9
0012406292048;Maceió;AL;JET;14.75;9
0012406591948;São José dos Campos;SP;JET;9.75;5
0012406316604;Vila Velha;ES;JET;9.39;6
0012406644770;Itapevi;SP;GFL;10.57;2
0012406620472;Mogi das Cruzes;SP;GFL;10.8;2
0012406784296;Sanharó;PE;JET;18.31;22
0012406762511;Canoas;RS;S2C;16.19;7
0012406451864;Rio de Janeiro;RJ;JET;10.28;4
0012406857994;Ponta Grossa;PR;RSU;10.43;5
0012406112109;São Paulo;SP;JET;9.77;4
0012406146422;Cafelândia;SP;JET;12.38;7
0012406620914;Cuiabá;MT;JET;14.23;8
0012406855435;Bom Jesus;PI;JET;16.68;16
0012406805532;Campo Belo;MG;GFL;11.1;9
0012406291068;São José do Rio Preto;SP;JET;9.81;5
0012406466528;Ipatinga;MG;JET;10.85;6
0012406925048;São Paulo;SP;S2C;9.89;2
0012406037154;Marabá;PA;GFL;21.57;15
0012406821869;São Paulo;SP;JET;9.39;3
0012406437821;Belo Horizonte;MG;GFL;10.94;3
0012406424945;Contagem;MG;GFL;9.95;5
0012406149941;Rio de Janeiro;RJ;JET;10.46;4
0012406476428;Dourados;MS;JET;15.75;10
0012406637137;Criciúma;SC;RSU;11.13;5
0012406923230;Mesquita;RJ;GFL;11.15;5
0012406118382;Jaú do Tocantins;TO;JET;24.27;22
0012406557061;Gaspar;SC;S2C;10.7;3
0012406279452;Manaus;AM;JET;20.89;12
0012406437066;Fortaleza;CE;JET;14.54;9
0012406487870;Araraquara;SP;JET;11.46;5
0012406551944;São Paulo;SP;S2C;10.06;3
0012406386413;Guarulhos;SP;GFL;12.17;2
0012406604887;Sumé;PB;JET;21.76;14
0012406328250;Ilhéus;BA;JET;15.99;10
0012406673884;Maragogipe;BA;JET;15.18;9
0012406047943;Brasília;DF;JET;12.13;6
0012406914365;Rio Branco;AC;JET;31.25;13
0012406999265;Moreilândia;PE;JET;18.31;22
0012406244200;Rio de Janeiro;RJ;JET;11.67;5
0012406852082;Cacequi;RS;JET;12.22;5
0012406579284;Belo Horizonte;MG;GFL;12.47;3
0012406886025;Rio de Janeiro;RJ;JET;10.02;4
0012406895779;Santos;SP;JET;9.42;4
0012406724154;São Paulo;SP;S2C;10.12;3
0012406446347;Mesquita;RJ;GFL;11.15;4
0012406012951;São Paulo;SP;JET;9.61;3
0012406379542;Jundiaí;SP;GFL;12.2;2
0012406776686;São Paulo;SP;S2C;12.04;2
0012406325175;São Paulo;SP;JET;9.92;3
0012406551121;Guarulhos;SP;JET;9.73;4
0012406038389;Guarujá;SP;S2C;10.97;4
0012406355698;Cataguases;MG;GFL;10.51;9
0012406617193;Regente Feijó;SP;GFL;14.78;2
0012406596454;Belo Horizonte;MG;GFL;11.3;3
0012406528307;São Paulo;SP;JET;9.92;3
0012406771923;Nova Friburgo;RJ;JET;11.53;6
0012406902533;Taboão da Serra;SP;S2C;9.88;6
0012406800936;São Paulo;SP;JET;9.61;3
0012406025436;Curitiba;PR;RSU;9.78;4
0012406335078;Rio de Janeiro;RJ;GFL;10.08;3
0012406712525;Juiz de Fora;MG;JET;10.83;6
0012406890130;Miguel Pereira;RJ;GFL;11.15;6
0012406646666;Cotia;SP;JET;9.87;4
0012406408362;Betim;MG;GFL;9.95;4
0012406710891;Aracaju;SE;JET;14.54;8
0012406081152;Anapurus;MA;JET;17.25;22
0012406666474;Nova Iguaçu;RJ;JET;12.08;6
0012406095000;Esmeraldas;MG;JET;12.98;8
0012406733292;Rio Largo;AL;JET;16.66;13
0012406838230;Recife;PE;JET;14.9;7
0012406711797;Rio de Janeiro;RJ;JET;10.3;4
0012406983789;Caucaia;CE;JET;16.61;12
0012406668696;Imbituba;SC;RSU;10.76;5
0012406251699;São Paulo;SP;S2C;10.11;3
0012406509158;Ilhéus;BA;JET;14.77;10
0012406960936;Jundiaí;SP;JET;9.79;5
0012406851779;Guarulhos;SP;JET;9.07;3
0012406587291;Teixeira de Freitas;BA;JET;14.77;9
0012406874178;Manaus;AM;JET;23.44;12
0012406917177;Palma Sola;SC;RSU;10.87;5
0012406767848;Vila Velha;ES;JET;12.06;6
0012406324567;São Luís;MA;JET;15.68;12
0012406506234;Araguari;MG;GFL;11.72;5
0012406869774;Nova Iguaçu;RJ;JET;10.67;7
0012406006644;Santos;SP;S2C;12.64;3
0012406774766;São Paulo;SP;JET;12.88;4
0012406169233;Paraí;RS;GFL;12.33;21
0012406196700;Serra;ES;JET;9.43;7
0012406789381;Betim;MG;GFL;9.95;4
0012406327673;Nilópolis;RJ;GFL;11.16;4
0012406349216;Castelo;ES;JET;11.59;9
0012406284019;Irecê;BA;JET;19.68;10
0012406860598;Recife;PE;JET;14.9;7
0012406635696;Duque de Caxias;RJ;JET;10.67;5
0012406296253;Rio de Janeiro;RJ;GFL;10.07;3
0012406447826;Fortaleza;CE;JET;14.54;9
0012406286171;Salvador;BA;JET;12.61;7
0012406005738;Alexânia;GO;GFL;13.32;7
0012406226280;João Pessoa;PB;JET;15.01;10
0012406708809;Unaí;MG;JET;12.2;8
0012406590970;Guarulhos;SP;JET;9.64;3
0012406144627;Balneário Camboriú;SC;S2C;9.52;2
0012406201564;São Paulo;SP;S2C;10.06;3
0012406796704;Belo Horizonte;MG;GFL;11.38;3
0012406998323;São Paulo;SP;JET;10.77;4
0012406210737;Chapecó;SC;RSU;10.75;5
0012406108702;Suzano;SP;JET;10.18;5
0012406931702;Campina das Missões;RS;GFL;11.78;21
0042406170068;Areia Branca;RN;JET;16.44;16
0012406737866;São Fidélis;RJ;GFL;11.15;7
0012406458046;São Paulo;SP;S2C;10.06;3
0012406350125;São Paulo;SP;GFL;12.57;2
0012406224422;Rio de Janeiro;RJ;JET;10.28;4
0012406334883;Vitória;ES;JET;9.31;6
0012406929602;Uberaba;MG;GFL;13.63;4
0012406497348;São João;PR;RSU;10.43;5
0012406895942;São Gonçalo;RJ;JET;10.67;7
0012406737245;São Luís;MA;JET;15.75;12
0012406938550;Formiga;MG;JET;13.47;7
0012406536290;Maricá;RJ;GFL;11.24;5
0012406958310;Rio de Janeiro;RJ;JET;10.3;4
0012406980033;Rio de Janeiro;RJ;JET;10.3;4
0012406499035;Uberaba;MG;JET;10.85;7
0012406003612;Manaus;AM;JET;20.9;12
0012406516637;Natal;RN;JET;14.4;9
0012406189428;Mogi Guaçu;SP;GFL;12.16;2
0012406747453;Senador Canedo;GO;GFL;13.32;6
